Data values,Data description,Year,Row,Column,Authority,Notes
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Merthyr Tydfil,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Caerphilly,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Blaenau Gwent,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Torfaen,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Monmouthshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Newport,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Cardiff,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Income from joint arrangements with non-local authority bodies,Total Unitary Authorities,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Isle of Anglesey,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Gwynedd,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Conwy,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Denbighshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Flintshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Wrexham,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Powys,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Ceredigion,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Pembrokeshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Carmarthenshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Swansea,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Neath Port Talbot,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Bridgend,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Vale of Glamorgan,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Rhondda Cynon Taf,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Merthyr Tydfil,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Caerphilly,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Blaenau Gwent,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Torfaen,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Monmouthshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Newport,
-3501.52,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Cardiff,
-3501.52,£ thousand,2021-22,Traffic management - bus lane enforcement,Total income,Total Unitary Authorities,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Isle of Anglesey,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Gwynedd,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Conwy,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Denbighshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Flintshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Wrexham,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Powys,
7.29,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Ceredigion,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Pembrokeshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Carmarthenshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Swansea,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Neath Port Talbot,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Bridgend,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Vale of Glamorgan,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Rhondda Cynon Taf,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Merthyr Tydfil,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Caerphilly,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Blaenau Gwent,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Torfaen,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Monmouthshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Newport,
-2041.77,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Cardiff,
-2034.48,£ thousand,2021-22,Traffic management - bus lane enforcement,Net current expenditure,Total Unitary Authorities,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Isle of Anglesey,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Gwynedd,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Conwy,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Denbighshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Flintshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Wrexham,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Powys,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Ceredigion,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Pembrokeshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Carmarthenshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Swansea,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Neath Port Talbot,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Bridgend,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Vale of Glamorgan,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Rhondda Cynon Taf,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Merthyr Tydfil,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Caerphilly,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Blaenau Gwent,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Torfaen,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Monmouthshire,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Newport,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Cardiff,
0,£ thousand,2021-22,Traffic management - bus lane enforcement,Grants,Total Unitary Authorities,
151,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Isle of Anglesey,
101,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Gwynedd,
150.85,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Conwy,
179.9,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Flintshire,
190.15,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Wrexham,
113,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Powys,
102.53,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Ceredigion,
285,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Pembrokeshire,
432.61,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Carmarthenshire,
306.91,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Swansea,
564.36,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Neath Port Talbot,
152.05,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Bridgend,
107,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Vale of Glamorgan,
346.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Rhondda Cynon Taf,
158.72,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Merthyr Tydfil,
166.73,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Caerphilly,
265.97,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Blaenau Gwent,
82,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Torfaen,
527.19,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Monmouthshire,
309.66,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Newport,
895.89,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Cardiff,
5589.51,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Direct spend (employee costs and running costs),Total Unitary Authorities,
12,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Isle of Anglesey,
17,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Gwynedd,
3.73,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Conwy,
43.48,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Denbighshire,
22.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Flintshire,
-16.45,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Powys,
64.83,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Ceredigion,
122,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Pembrokeshire,
92.15,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Carmarthenshire,
17.62,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Swansea,
126.49,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Neath Port Talbot,
13.23,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Bridgend,
108,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Vale of Glamorgan,
80.91,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Rhondda Cynon Taf,
5.5,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Merthyr Tydfil,
9.1,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Caerphilly,
70.16,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Blaenau Gwent,
201,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Monmouthshire,
12.97,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Newport,
134.67,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Cardiff,
1141.38,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Central and departmental support services costs,Total Unitary Authorities,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Isle of Anglesey,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Gwynedd,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Conwy,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Flintshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Powys,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Ceredigion,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Pembrokeshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Carmarthenshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Swansea,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Neath Port Talbot,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Bridgend,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Vale of Glamorgan,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Rhondda Cynon Taf,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Merthyr Tydfil,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Caerphilly,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Blaenau Gwent,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Monmouthshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Newport,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Cardiff,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with other local authorities,Total Unitary Authorities,
163,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Isle of Anglesey,
118,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Gwynedd,
154.59,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Conwy,
223.39,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Denbighshire,
22.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Flintshire,
173.69,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Wrexham,
113,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Powys,
167.36,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Ceredigion,
407,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Pembrokeshire,
524.76,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Carmarthenshire,
324.53,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Swansea,
690.85,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Neath Port Talbot,
165.28,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Bridgend,
215,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Vale of Glamorgan,
427.84,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Rhondda Cynon Taf,
164.23,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Merthyr Tydfil,
175.83,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Caerphilly,
336.14,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Blaenau Gwent,
283,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Torfaen,
527.19,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Monmouthshire,
322.64,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Newport,
1030.57,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Cardiff,
6730.89,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Gross expenditure,Total Unitary Authorities,
-13,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Isle of Anglesey,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Gwynedd,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Conwy,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Flintshire,
-88.59,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Powys,
-6.36,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Ceredigion,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Pembrokeshire,
-0.5,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Carmarthenshire,
-0.45,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Swansea,
-56.18,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Neath Port Talbot,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Bridgend,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Vale of Glamorgan,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Rhondda Cynon Taf,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Merthyr Tydfil,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Caerphilly,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Blaenau Gwent,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Monmouthshire,
-1.37,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Newport,
-126.66,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Cardiff,
-293.13,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),"Income from sales, fees and charges",Total Unitary Authorities,
-27,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Isle of Anglesey,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Gwynedd,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Conwy,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Flintshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Powys,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Ceredigion,
-3,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Pembrokeshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Carmarthenshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Swansea,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Neath Port Talbot,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Bridgend,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Vale of Glamorgan,
-28.89,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Rhondda Cynon Taf,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Merthyr Tydfil,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Caerphilly,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Blaenau Gwent,
-1,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Monmouthshire,
-10.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Newport,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Cardiff,
-70.82,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Other income (excluding joint arrangements),Total Unitary Authorities,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Isle of Anglesey,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Gwynedd,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Conwy,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Flintshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Powys,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Ceredigion,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Pembrokeshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Carmarthenshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Swansea,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Neath Port Talbot,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Bridgend,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Vale of Glamorgan,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Rhondda Cynon Taf,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Merthyr Tydfil,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Caerphilly,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Blaenau Gwent,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Monmouthshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Newport,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Cardiff,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Income from joint arrangements with non-local authority bodies,Total Unitary Authorities,
-40,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Isle of Anglesey,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Gwynedd,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Conwy,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Flintshire,
-88.59,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Wrexham,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Powys,
-6.36,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Ceredigion,
-3,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Pembrokeshire,
-0.5,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Carmarthenshire,
-0.45,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Swansea,
-56.18,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Neath Port Talbot,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Bridgend,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Vale of Glamorgan,
-28.89,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Rhondda Cynon Taf,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Merthyr Tydfil,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Caerphilly,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Blaenau Gwent,
-1,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Torfaen,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Monmouthshire,
-12.31,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Newport,
-126.66,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Cardiff,
-363.96,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Total income,Total Unitary Authorities,
123,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Isle of Anglesey,
118,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Gwynedd,
154.59,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Conwy,
223.39,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Denbighshire,
22.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Flintshire,
85.09,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Wrexham,
113,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Powys,
161,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Ceredigion,
404,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Pembrokeshire,
